id,Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,Minutes
669,Bioscope,Marathi,5.8,2015,13+,131.0
670,Ahankaar,Hindi,5.9,1995,All,155.0
671,Aflatoon,Hindi,4.6,1997,13+,147.0
672,Kaly,Malayalam,5.3,2018,All,153.0
673,Pail Te Sumbaran,Marathi,8.0,2009,13+,129.0
674,Munthanai Mudichu,Tamil,6.9,1983,18+,150.0
675,Baap Numbri Beta Dus Numbri,Hindi,6.0,1990,13+,146.0
676,Gringo,Telugu,6.1,2018,16+,106.0
677,Asehi Ekada Vhave,Marathi,7.0,2018,NR,119.0
680,The Goldfinch,English,6.3,2019,18+,149.0
681,Bazzimaat,Bengali,5.6,2008,NR,158.0
682,Donnie Darko,English,8.0,2001,18+,113.0
684,The Bag Man,English,5.2,2014,18+,104.0
685,Silencer,Malayalam,8.1,2020,All,104.0
687,The Smurfs 2,Tamil,5.3,2013,7+,104.0
689,Chambal,Kannada,7.4,2019,13+,109.0
690,Hello Brother,Hindi,4.7,1999,13+,128.0
691,Prince,Hindi,4.2,2010,13+,129.0
694,Mumbhai Connection,Hindi,5.2,2014,NR,88.0
695,Wish You Happy Breakup,Telugu,7.4,2016,13+,105.0
696,Dumb and Dumber To,English,5.6,2014,18+,104.0
697,Minugurulu,Kannada,7.5,2014,13+,117.0
698,American Pie 2,English,6.4,2001,13+,104.0
699,A Dark Room,English,9.4,2020,13+,52.0
700,Khajoor Pe Atke,Hindi,5.6,2018,NR,118.0
701,"Liar, Liar",English,6.9,1997,16+,86.0
702,Uriyadi,Tamil,8.0,2016,18+,90.0
704,The Lift,English,4.6,2020,16+,70.0
705,Resident Evil: Apocalypse,English,6.2,2004,18+,93.0
706,Maryada Ramanna,Telugu,7.4,2010,All,130.0
708,Mahanati (Malayalam),Malayalam,8.5,2018,All,166.0
709,Percy,English,6.7,1989,NR,123.0
711,Legend Of Buddha,Hindi,6.6,2004,All,87.0
712,Luv Ka The End,Hindi,4.8,2011,13+,106.0
713,Waqt Ki Awaz,Hindi,6.3,1988,18+,156.0
714,Unhinged,Hindi,6.0,2020,18+,90.0
715,Sapnay,Hindi,7.0,1997,All,142.0
716,Kickboxer: Retaliation,English,5.0,2018,18+,110.0
717,Bhalobasa Bhalobasa,Bengali,7.1,2017,13+,139.0
719,One Good Turn,English,5.2,1996,18+,88.0
720,The Incredible Hulk,English,6.7,2008,13+,112.0
721,Tommy,Telugu,6.6,2015,All,105.0
723,Amma Cheppindhi,Telugu,7.2,2006,13+,142.0
724,Salt and Fire,English,4.2,2017,16+,97.0
725,Shelter,English,6.5,2019,13+,50.0
726,Welcome Back,Hindi,4.2,2015,NR,148.0
727,The Don,Malayalam,4.2,2006,18+,133.0
728,Anacondas: The Hunt for the Blood Orchid,Hindi,4.7,2004,16+,96.0
730,Aborto,Bengali,6.0,2018,13+,111.0
731,Karthikeya,Telugu,7.4,2014,13+,114.0
732,M Cream,Hindi,5.6,2014,18+,116.0
733,7 1/2 Phere - More Than A Wedding,Hindi,5.3,2005,All,132.0
734,Kotha Bangaru Lokam,Telugu,6.9,2008,All,149.0
735,Allari Police,Telugu,5.1,1994,NR,141.0
736,Nagordola,Bengali,7.5,2019,13+,144.0
739,Who Cares,English,5.3,2020,13+,79.0
740,Girlz,Marathi,4.3,2019,13+,134.0
741,Jeepers Creepers 2,Tamil,5.6,2003,18+,104.0
742,Godzilla: King of The Monsters,Hindi,6.0,2019,16+,131.0
743,Kapoor & Sons,Hindi,7.7,2016,13+,137.0
744,Lafangey Parindey,Hindi,5.2,2010,13+,126.0
745,Deep Six,English,4.0,2018,18+,73.0
746,Harry Potter and the Order of the Phoenix,Hindi,7.5,2007,13+,138.0
747,Battle for Incheon: Operation Chromite,Hindi,6.2,2016,18+,106.0
749,Kangalal Kaithu Sei,Tamil,5.5,2004,13+,145.0
752,Jayam Manadera,Telugu,6.3,2000,NR,151.0
753,Runaway Jury,English,7.1,2003,13+,127.0
755,O Chinadana,Telugu,6.7,2002,NR,146.0
758,The Odds,English,4.9,2011,18+,91.0
759,Kavikkuyil,Tamil,5.8,1977,NR,99.0
760,Don't Say a Word,English,6.3,2001,18+,113.0
763,Boys and Girls,Telugu,5.4,2007,NR,105.0
764,Enduko Emo,Telugu,5.4,2018,13+,134.0
766,Back to the Future,Hindi,8.5,1985,13+,116.0
767,The Smurfs,Hindi,5.4,2011,7+,102.0
770,Motu Patlu King of Kings,Hindi,6.8,2019,All,104.0
771,Sagar Balaka,Bengali,7.4,1984,NR,110.0
773,Bermuda Tentacles ( Hindi ),Hindi,3.5,2014,All,89.0
774,Transformers Prime Predacons Rising,English,7.5,2019,7+,61.0
775,Udayon,Malayalam,4.3,2005,All,156.0
776,Pakeezah,Hindi,7.4,1972,All,147.0
777,NOTA,Telugu,6.4,2018,16+,144.0
779,The Expendables 2,Tamil,6.6,2012,18+,98.0
780,Batla House,Hindi,7.2,2019,13+,139.0
781,Godzilla (2014),English,6.4,2014,13+,123.0
782,Aatagallu,Telugu,5.3,2018,13+,135.0
783,You Don't Mess with the Zohan,English,5.5,2008,18+,112.0
785,Aamad,Hindi,5.9,2017,All,12.0
786,A Beautiful Day in the Neighborhood,Tamil,7.3,2019,All,108.0
788,Chhoti Si Baat,Hindi,8.3,1976,All,115.0
790,Crash,English,7.7,2005,18+,108.0
791,Shreelancer,Hindi,7.2,2017,13+,93.0
792,Rajakota Rahashyam,Telugu,7.0,1971,NR,130.0
794,Hameshaa,Hindi,5.3,1997,13+,138.0
795,Balika Badhu,Hindi,7.0,1976,All,116.0
796,Jeepers Creepers 2,Telugu,5.6,2003,18+,104.0
798,Jaatishwar,Bengali,8.0,2014,All,147.0
799,Petromax,Tamil,5.4,2019,13+,126.0
801,Aadmi Aur Apsara,Hindi,6.5,1991,NR,142.0
802,Super Bheem Dream Catcher,Hindi,6.2,2017,7+,66.0
805,Salon Kitty,English,5.4,1976,18+,125.0
806,Manu Uncle,Malayalam,7.2,1988,NR,116.0
808,Shift,English,7.4,2020,13+,28.0
810,Kuch Pal Pyar Ke,Hindi,4.3,2018,NR,104.0
811,Lekar Hum Deewana Dil,Hindi,4.9,2014,NR,133.0
814,Worlds Apart,English,7.0,2017,16+,114.0
815,Naqaab,Hindi,5.3,2007,13+,118.0
816,Aami Shey O Sakha,Bengali,6.8,1975,NR,140.0
817,Blindspotting (2018),English,7.4,2018,18+,95.0
818,Hello! Hum Lallan Bol Rahe Hain,Hindi,6.2,2010,All,109.0
819,Catch a Falling Star,English,6.0,2000,13+,85.0
820,Ayudha Poojai,Tamil,5.8,1995,18+,137.0
821,Dharma Sere,Kannada,6.9,1979,NR,119.0
822,Thoongathey Thambi Thoongathey,Tamil,6.4,1983,18+,137.0
823,Jawaan (Hindi),Hindi,4.7,2018,13+,104.0
824,Columbus,Telugu,7.2,2015,13+,127.0
825,All the Light in the Sky,English,6.4,2012,NR,78.0
826,CHI-RAQ,English,5.7,2015,18+,126.0
827,Thugs Of Hindostan (Hindi),Hindi,4.1,2018,16+,164.0
828,Total Siyapaa,Hindi,5.0,2014,13+,106.0
829,My Best Friend's Girl,English,5.9,2008,13+,100.0
830,Ek Aur Zabardust Khiladi,Hindi,6.1,2014,13+,103.0
831,Family of Cops II: A Breach of Faith,English,5.5,1997,13+,91.0
832,Nagarangalil Chennu Raparkam,Malayalam,7.1,1990,NR,155.0
834,Ghare & Baire,Bengali,6.5,2018,13+,117.0
835,Bharat Ane Nenu,Telugu,7.7,2018,13+,168.0
836,Aickarakkonathe Bhishaguaranmaar,Malayalam,7.8,2018,All,127.0
838,The Proposition,English,4.7,1997,18+,90.0
841,Abhagini,Bengali,6.6,1991,All,150.0
842,Chhota Bheem Vs Aliens,Hindi,7.6,2010,All,69.0
843,Bloody Isshq,Hindi,7.5,2013,NR,139.0
844,Ek Hasina Thi,Hindi,7.5,2004,18+,132.0
845,A Teacher,English,6.9,2013,NR,75.0
846,Prem Pujari,Bengali,7.0,2017,13+,131.0
847,W/o V. Vara Prasad,Telugu,6.3,1998,NR,124.0
848,Sunayani,Bengali,2.8,1979,All,105.0
849,Vadhu Doctoranu,Malayalam,6.0,1994,NR,134.0
850,Dr. Seuss' The Lorax,Hindi,6.4,2012,7+,86.0
851,Alamara,Malayalam,5.3,2017,All,126.0
852,Baazigar,Hindi,7.7,1993,13+,170.0
853,Baadshah,Telugu,6.4,2013,13+,164.0
854,Kakkakum Poochakkum Kalyanam,Malayalam,5.3,1995,NR,153.0
856,Jessabelle,English,5.4,2014,13+,90.0
857,Aik,Marathi,4.9,2012,13+,115.0
859,Laavaan Phere,Punjabi,5.4,2018,13+,122.0
860,Uma,Bengali,7.3,2018,13+,146.0
861,23rd March 1931 Shaheed,Hindi,5.1,2002,All,187.0
862,Sin Sister,Bengali,5.4,2020,13+,90.0
863,Empire State,English,5.2,2013,16+,90.0
864,Get Duked!,English,6.2,2020,16+,86.0
865,Kidnap,Bengali,5.1,2019,13+,124.0
866,E Ee,Telugu,7.2,2017,13+,148.0
867,The Purge: Anarchy,Hindi,6.4,2014,18+,103.0
868,Chitthi,Marathi,7.7,2018,NR,102.0
869,JFK,English,8.0,1991,18+,205.0
870,Himmat,Hindi,4.6,1996,18+,171.0
871,Aayiram Poi,Tamil,7.0,1969,NR,160.0
872,Bounty Hunters,Telugu,5.4,2016,13+,105.0
874,Vajrayudham,Telugu,6.5,1985,NR,141.0
875,Marna Mrudangam,Telugu,7.5,1988,NR,137.0
877,Do Phool,Hindi,6.8,1973,NR,139.0
878,Wake Of Death,Bengali,5.7,2004,16+,84.0
880,Kuchh Meetha Ho Jaye,Hindi,3.4,2005,All,125.0
881,Trapped,Hindi,7.6,2017,13+,101.0
882,Idu Sadhya,Kannada,7.2,1989,NR,92.0
884,Forrest Gump,English,8.8,1994,13+,142.0
885,Priyam,Malayalam,5.7,2000,NR,143.0
887,Drive Angry,Marathi,5.4,2011,18+,100.0
892,Whistle,Tamil,5.5,2003,13+,153.0
896,Air Strike,English,3.2,2018,18+,97.0
897,Mukherjee Dar Bou,Bengali,7.9,2019,13+,125.0
898,Basanta Bilap,Bengali,7.7,2017,13+,117.0
900,Underworld Awakening,Hindi,6.4,2012,18+,88.0
901,Tom and Jerry: The Movie,English,5.4,1993,All,83.0
902,Dragon Blade,Telugu,6.0,2015,13+,127.0
903,Thank You For Your Service,English,6.5,2017,18+,105.0
904,Rebecca Uthup Kizhakkemala,Malayalam,4.1,2013,All,140.0
906,Saaransh,Hindi,8.2,1984,13+,131.0
907,Ami Mantri Habo,Bengali,3.3,2011,13+,146.0
908,Annabelle: Creation,English,6.5,2017,13+,109.0
910,Barsaat Ki Ek Raat,Hindi,6.3,1981,All,141.0
911,Vincent N Roxxy,English,5.6,2017,18+,101.0
913,Nenorakam,Telugu,5.4,2017,13+,117.0
914,8 X 10 Tasveer,Hindi,5.4,2009,All,119.0
916,Tum,Hindi,2.4,2004,18+,141.0
917,Tingu Rangadu,Telugu,5.6,1982,NR,104.0
918,Kabrastan,Hindi,3.7,1988,NR,111.0
919,A Boy Called Sailboat,English,6.8,2018,13+,86.0
921,Kabaddi - Once Again,Punjabi,6.6,2012,13+,160.0
922,Perfect Stranger,English,5.7,2007,18+,108.0
925,Shesh Theke Shuru,Bengali,4.8,2019,All,136.0
926,Buddha Mil Gaya,Hindi,7.0,1971,All,138.0
927,REDLINE,Hindi,4.0,2007,16+,92.0
930,Spider-Man 3,English,6.2,2007,13+,139.0
931,Talav,Marathi,8.3,2017,13+,112.0
932,PINK,Hindi,8.1,2016,13+,130.0
933,Dia,Kannada,8.1,2020,All,135.0
934,Bhamane Satyabhamane,Telugu,7.9,1996,All,158.0
935,Deewana Main Deewana,Hindi,2.4,2013,All,107.0
936,Putham Pudhu Kaalai,Tamil,6.9,2020,16+,129.0
937,Cocktail,Bengali,5.9,2017,13+,120.0
939,Troy,English,7.3,2004,18+,162.0
940,Chhoti Si Baat,Hindi,8.3,1975,All,113.0
943,Charlie and the Chocolate Factory,Hindi,6.6,2005,All,114.0
944,U Me Aur Hum,Hindi,5.9,2008,NR,162.0
945,Scouts Guide to the Zombie Apocalypse,English,6.3,2015,18+,92.0
947,Haripada Bandwala,Bengali,4.4,2017,13+,139.0
948,Legend,English,6.9,2015,18+,131.0
949,Man of Steel (2013),Tamil,7.0,2013,13+,142.0
950,Eedu Gold Ehe,Telugu,4.6,2016,13+,135.0
952,Kaun Sachha Kaun Jhootha,Hindi,5.9,1997,13+,130.0
953,Into The Wild,English,8.1,2007,18+,148.0
954,Aishwarya,Kannada,5.3,2006,NR,135.0
955,Wrath of the Titans,Hindi,5.7,2012,13+,99.0
957,Kushi,Telugu,7.4,2001,All,176.0
960,Street Fighter: Assassin's Fist,English,7.4,2014,16+,100.0
961,Cold Skin,Tamil,6.0,2018,16+,102.0
962,Kill Line,English,3.4,1991,18+,92.0
966,Balakrishnudu,Telugu,4.7,2017,13+,136.0
969,Paapi,Bengali,7.3,1990,NR,138.0
970,Dil Deewana,Telugu,6.8,2014,All,125.0
971,Chandigarh Amritsar Chandigarh,Punjabi,7.4,2019,All,106.0
972,13 Hours: The Secret Soldiers of Benghazi,English,7.3,2016,18+,144.0
973,Brochevaruevarura,Telugu,8.0,2019,All,138.0
974,Leatherface,English,5.0,2017,18+,87.0
975,The Past,Hindi,3.4,2018,18+,119.0
976,Tevar,Hindi,4.1,2015,NR,156.0
977,Guru Sishyan,Tamil,2.7,1988,NR,139.0
978,Prayanam,Telugu,7.1,2009,All,115.0
979,Bhet,Marathi,7.0,2002,All,139.0
980,Manmadhan,Tamil,7.1,2004,All,151.0
981,ISHQAA,Punjabi,3.9,2019,13+,128.0
986,Khichik,Marathi,6.3,2019,13+,119.0
987,Manjari Opera,Bengali,7.5,1970,NR,142.0
989,Falooda,Hindi,3.3,2018,NR,121.0
991,Ankur Arora Murder Case,Hindi,6.5,2013,13+,127.0
992,Deewaar,Hindi,6.1,2004,13+,160.0
993,Rush Hour 3,English,6.2,2007,16+,90.0
994,Suicide Squad,English,6.0,2016,13+,122.0
996,Daav Thai Gayo Yaar,Gujarati,6.7,2016,All,121.0
997,Inquilaab,Hindi,5.9,1984,18+,165.0
998,The Purge,Hindi,5.7,2013,18+,85.0
1000,Mei,Tamil,5.7,2019,All,105.0
1001,Mr. Pellikoduku,Telugu,5.1,2013,All,137.0
1002,Prema Katha Chitram,Telugu,7.1,2013,13+,122.0
1003,Afsar,Punjabi,4.4,2018,13+,126.0
1004,Sethum Aayiram Pon,Tamil,7.2,2019,All,98.0
1005,NTR: Kathanayakudu,Telugu,5.7,2019,All,166.0
1008,The Lost World: Jurassic Park,English,6.6,1997,16+,128.0
1009,Kaala Patthar,Hindi,7.7,1979,All,171.0
1010,Dashavathara,Kannada,6.4,1960,NR,174.0
1012,Shirdi Sai,Telugu,6.8,2012,All,142.0
1013,Jodi,Telugu,6.2,2019,All,133.0
1014,Rakta Charitra,Hindi,7.6,2010,13+,107.0
1015,Nallavanukku Nallavan,Tamil,6.9,1984,All,157.0
1016,Peechha Karro,Hindi,6.5,1986,All,114.0
1017,"Crazy, Stupid, Love.",English,7.4,2011,13+,117.0
1018,The Founder,English,7.2,2016,16+,115.0
1019,Dunkirk,English,7.8,2017,16+,106.0
1021,"King of Comedy, The",English,7.8,1983,7+,108.0
1022,Operation Red Sea,Telugu,6.7,2018,18+,131.0
1023,Soorarai Pottru (Malayalam),Malayalam,8.6,2020,16+,149.0
1024,Gunday,Hindi,2.4,2014,13+,152.0
1026,Himmatvar,Hindi,5.3,1996,NR,149.0
1027,Ashiqui Not Allowed,Punjabi,5.6,2013,13+,126.0
1029,Tera Mera Ki Rishta,Punjabi,7.0,2009,NR,166.0
1031,Bandhana,Kannada,7.4,1984,NR,139.0
1033,Ee Kanni Koodi,Malayalam,7.3,1990,NR,138.0
1035,Parole,Malayalam,5.3,2018,All,146.0
1036,Batman v Superman: Dawn of Justice,Tamil,6.4,2016,13+,151.0
1037,No.1 Mr. Perfect,Hindi,7.1,2013,All,120.0
1038,The Hangover Part II,English,6.5,2011,18+,101.0
1039,Shaan,Hindi,7.1,1980,All,166.0
1040,College Of Sex,Tamil,3.0,1988,NR,51.0
1042,The Chamber,English,6.0,2020,13+,27.0
1043,Raja Babu,Hindi,6.3,1994,All,144.0
1044,Qatil Haseeno Ka,Hindi,3.5,2001,NR,113.0
1045,Dahavi Fa,Marathi,7.8,2002,All,143.0
1046,Piprabidya,Bengali,6.2,2020,13+,91.0
1047,Norm Of The North,Tamil,3.4,2016,7+,86.0
1049,Magic Lamp,Malayalam,2.4,2008,NR,107.0
1050,A Beautiful Mind,English,8.2,2001,13+,135.0
1051,The Passage,English,7.3,2011,NR,89.0
1052,Jai Sriram,Telugu,5.4,2013,NR,120.0
1053,Vinara Sodara Veera Kumara,Tamil,7.4,2019,13+,145.0
1054,Knock Knock,Hindi,4.9,2015,18+,99.0
1055,Naach Nagini Naach Re,Bengali,5.7,1996,NR,157.0
1057,A Aa E Ee,Tamil,5.9,2009,All,138.0
1058,Damini,Hindi,7.8,1993,All,150.0
1059,The Bath Song & More Kids Songs - Super Simple Songs,English,8.4,2017,All,41.0
1060,Loving Pablo,English,6.3,2018,18+,123.0
1061,Kerala House Udan Vilpanakku,Malayalam,3.8,2004,NR,121.0
1062,Beauty and the Beast,Telugu,6.4,2016,7+,113.0
1063,Malibu Shark Attack,Bengali,3.2,2009,18+,86.0
1064,Love & Other Drugs,English,6.7,2010,18+,112.0
1065,Hello Brother,Telugu,4.7,1994,All,158.0
1066,Ajintha,Marathi,5.7,2012,All,130.0
1067,Fight Club,English,8.8,2020,13+,43.0
1068,Poorna,Hindi,7.8,2017,All,99.0
1069,Masti,Hindi,6.2,2004,18+,152.0
1070,After Earth,English,4.8,2013,13+,99.0
1071,Overcomer,Telugu,6.7,2019,7+,119.0
1072,Sardari Begum,Hindi,6.6,1996,13+,116.0
1073,Lakhon Mein Ek,Hindi,7.0,1971,All,155.0
1075,Killers,English,5.5,2010,13+,100.0
1076,Bhoomi,Hindi,5.3,2017,13+,133.0
1077,Maa Tujhhe Salaam,Hindi,3.5,2002,13+,162.0
1078,Universal Soldier: Regeneration,English,5.2,2010,18+,96.0
1079,C/O Kancharapalem,Telugu,9.0,2018,13+,146.0
1080,Sankranthi,Kannada,6.3,1989,NR,130.0
1081,The Bone Snatcher,English,4.4,2003,18+,90.0
1082,Mission: Impossible,English,7.1,1996,7+,110.0
1083,Yuvaraju,Telugu,5.7,2000,All,165.0
1084,"Ek Nirnay- Swatahcha, Swatahsathi.",Marathi,6.5,2019,All,140.0
1085,Passport,Gujarati,5.8,2016,All,122.0
1086,Sex and the City: The Movie,English,5.6,2008,18+,145.0
1087,The Raid 2,Telugu,8.0,2014,18+,144.0
1088,Naan Kadavul,Tamil,7.8,2009,18+,134.0
1093,7500,English,6.3,2020,16+,92.0
1094,Dushmun,Hindi,7.1,1972,NR,166.0
1096,Cube,English,7.2,1998,18+,90.0
1097,Kuruvi,Tamil,3.7,2008,13+,161.0
1099,Via Dolorosa,English,7.5,2020,13+,26.0
1100,Yamagola,Telugu,6.7,1977,NR,149.0
1101,"Standing Up, Falling Down",English,6.5,2020,18+,91.0
1102,Ponniyin Selvan,Tamil,4.8,2005,All,136.0
1103,Terminal,English,5.4,2018,18+,88.0
1104,Uthama Puthiran,Tamil,7.4,1958,NR,144.0
1105,Ishq Wala Love,Marathi,5.8,2014,All,117.0
1106,Thaai Veedu,Tamil,7.4,1983,All,138.0
1109,Munthiri Monchan,Malayalam,8.0,2019,All,123.0
1110,Beiimaan Love,Tamil,2.8,2016,18+,115.0
1111,Kandhan Karunai,Tamil,7.1,1976,NR,143.0
1112,Aarakshan,Hindi,6.2,2011,13+,158.0
1113,Anand Ashram,Hindi,7.2,1977,All,127.0
1114,Ab aani Cd,Marathi,6.6,2020,All,118.0
1115,Saaho (Tamil),Tamil,5.2,2019,13+,169.0
1116,Bibhas,Bengali,6.4,2017,13+,127.0
1117,Fired,Hindi,4.4,2010,18+,83.0
1121,Ichchhemotir Gappo,Bengali,6.4,2015,18+,131.0
1123,Pugazh,Tamil,5.5,2016,All,120.0
1125,Cappuccino,Malayalam,3.7,2017,All,130.0
1127,Action 3D,Telugu,5.2,2013,18+,152.0
1128,Shala,Marathi,8.2,2012,All,104.0
1129,Terror,Telugu,7.0,2016,13+,140.0
1130,Haan Maine Bhi Pyar Kiya,Hindi,3.7,2002,All,167.0
1131,"I, Frankenstein",English,5.1,2014,13+,92.0
1133,Sye Raa Narasimha Reddy (Tamil),Tamil,7.4,2019,13+,169.0
1135,Viyyalavari Kayyalu,Telugu,4.9,2007,13+,150.0
1136,Vinara Sodara Veera Kumara,Malayalam,7.4,2019,13+,145.0
1137,Aftershock,English,4.8,1990,18+,92.0
1138,New Jerusalem,English,6.3,2011,NR,92.0
1140,Suryavanshi,Hindi,4.5,1992,13+,162.0
1141,Love Ke Liye Kuch Bhi Karega,Hindi,6.0,2001,All,130.0
1143,Kakkakuyil,Malayalam,6.3,2001,All,174.0
1145,Selfie from Hell,English,3.0,2018,18+,75.0
1146,Nee Kosam,Telugu,6.4,1999,NR,122.0
1147,Singham Returns,Hindi,5.7,2014,NR,139.0
1148,Shudhu Tomari Jonyo,Bengali,6.7,2017,13+,148.0
1149,Halunda Tavaru,Kannada,7.6,1994,NR,141.0
1152,Amra Amar Premee,Bengali,8.7,2013,13+,128.0
1154,Brazil,English,7.9,1985,18+,142.0
1155,Kony,Bengali,7.4,1986,All,119.0
1156,Dakuaan Da Munda,Punjabi,7.9,2018,13+,140.0
1157,Antham,Telugu,4.8,2016,18+,105.0
1158,Isi Life Mein,Hindi,5.5,2010,All,138.0
1159,Meelo Evaru Koteswarudu,Telugu,5.9,2016,13+,124.0
1160,Train To Busan,Telugu,7.6,2016,18+,113.0
1163,Barkhaa,Hindi,5.1,2015,18+,123.0
1164,Adrift,Tamil,6.6,2018,16+,92.0
1165,Bohemian Rhapsody,English,8.0,2018,13+,134.0
1166,After Earth,Hindi,4.8,2013,13+,99.0
1168,Yaar Annmulle 2,Punjabi,5.3,2017,13+,118.0
1169,Mogudu,Telugu,7.3,2011,13+,158.0
1170,Son Of Sardaar,Hindi,4.0,2012,NR,140.0
1171,Guilty By Suspicion,English,6.5,1991,16+,104.0
1173,The Expendables 3,Telugu,6.1,2014,16+,121.0
1174,24 Hours,Telugu,8.3,2004,NR,79.0
1175,Thattathin Marayathu,Malayalam,7.4,2012,All,126.0
1176,Katheyondu Shuruvagide,Kannada,7.4,2018,13+,132.0
1177,Silence (Tamil),Tamil,3.8,2020,16+,126.0
1178,Nandini Nursing Home,Telugu,7.3,2016,13+,150.0
1179,Lara Croft: Tomb Raider,Telugu,5.8,2001,18+,100.0
1180,Satta,Hindi,6.8,2003,18+,148.0
1182,The Good Liar,English,6.6,2019,18+,109.0
1184,Ottakoru Kaamukan,Malayalam,6.4,2018,All,143.0
1186,Gudgudee,Hindi,4.2,1997,13+,138.0
1188,Lord Livingstone 7000 Kandi,Malayalam,5.4,2015,All,131.0
1189,Bitter Moon,English,7.2,1994,18+,139.0
1191,Life Is Beautiful,Malayalam,8.6,2000,All,141.0
1194,Shoot At Sight Utharvu,Telugu,6.3,2020,13+,108.0
1196,Nirnayam,Malayalam,7.1,1994,All,166.0
1198,Lal Pathar,Bengali,7.8,2017,13+,131.0
1199,Jeevana Taranga,Kannada,7.4,1963,NR,136.0
1200,Fantastic Beasts and Where to Find Them,English,7.3,2016,13+,132.0
1201,Ca$h,English,6.0,2010,18+,108.0
1202,Aaghaaz,Hindi,4.1,2000,All,152.0
1203,Air Hostess,Malayalam,5.2,1980,NR,141.0
1204,Bajatey Raho,Hindi,5.3,2013,NR,105.0
1205,The Perfect Girl,Hindi,5.8,2015,NR,90.0
1206,Ti Ratra,Marathi,4.8,2010,13+,134.0
1207,Stuart Little,Telugu,5.9,1999,All,84.0
1208,Bastu Shaap,Bengali,6.6,2018,13+,129.0
1209,Sixer,Tamil,5.8,2019,All,128.0
1213,Jumanji,English,7.0,1995,7+,104.0
1214,Honeymoon,Bengali,5.3,2018,All,120.0
1216,Kadaikutty Singam,Tamil,6.9,2018,All,147.0
1217,Karam,Hindi,5.5,2005,18+,116.0
1218,Masti,Kannada,6.2,2007,All,156.0
1220,Aadi Purana,Kannada,7.0,2018,18+,139.0
1221,Ammakkilikoodu,Malayalam,5.3,2003,NR,138.0
1224,Avalude Raavuka,Malayalam,6.7,1978,NR,112.0
1225,Vismayam,Malayalam,7.7,2016,All,144.0
1226,S3 (Telugu),Telugu,6.2,2018,All,150.0
1227,Mantra,Telugu,6.7,2007,18+,133.0
1229,TD Dasan Std VIB,Malayalam,7.3,2010,All,96.0
1230,Trance,Malayalam,7.3,2020,13+,168.0
1231,The Courier,Telugu,4.8,2019,18+,99.0
1233,Aagadu,Telugu,5.4,2014,13+,161.0
1234,Office #thebrightesthorrorfilm,Hindi,5.4,2017,NR,96.0
1238,Chaani,Marathi,7.9,1976,All,124.0
1239,Jaddi Sardar,Punjabi,6.2,2019,All,149.0
1240,Constantine,English,7.0,2005,18+,120.0
1243,Anaganaga O Premakatha,Telugu,5.5,2018,All,125.0
1244,Ghatothkach 2,Hindi,6.7,2013,All,72.0
1245,Naag Panchami,Hindi,5.6,1971,All,138.0
1247,Top Cat (Telugu),Telugu,4.6,2012,All,86.0
1249,Sheshnaag,Hindi,4.5,1990,NR,144.0
1250,Oru Nalla Naal Paathu Sollrean,Tamil,6.2,2018,All,146.0
1251,Parashuram,Bengali,7.4,1980,All,92.0
1252,Afternoon Delight,English,5.7,2013,18+,97.0
1253,Muthu,Tamil,7.6,1995,All,158.0
1254,Hulla,Hindi,6.4,2008,13+,110.0
1255,Boys,Tamil,7.2,2003,13+,170.0
1256,Unishe April,Bengali,7.7,2017,13+,133.0
1257,Ammachi Yemba Nenapu,Kannada,7.8,2018,13+,131.0
1258,American Hustle,English,7.2,2013,18+,137.0
1259,Rama Krishna,Kannada,5.4,2004,NR,146.0
1260,Silsila,Hindi,7.3,1981,7+,180.0
1261,The Expendables,Tamil,6.5,2010,18+,99.0
1262,Dhira (Tamil),Tamil,5.7,2020,7+,117.0
1263,Dhating Dhingana,Marathi,5.8,2013,All,130.0
1265,Kong: Skull Island,Tamil,6.6,2017,16+,118.0
1266,Battle Drone,Hindi,5.2,2018,16+,89.0
1267,Thoovanathumbikal,Malayalam,8.6,1987,18+,153.0
1268,Vaanam Kottattum,Tamil,6.3,2020,All,118.0
1269,Sooryavansham,Hindi,6.3,1999,All,169.0
1272,Transformers: Dark of the Moon,Tamil,6.2,2011,13+,154.0
1274,Golemale Pirit Koro Na,Bengali,5.3,2017,13+,124.0
1276,Metropolitan,English,7.4,1990,16+,94.0
1277,Bandhu,Bengali,6.5,2018,13+,130.0
1278,Commando 2: The Black Money Trail,Hindi,5.3,2017,13+,122.0
1279,Kitaab,Hindi,7.5,1977,NR,124.0
1280,The Gambinos,Malayalam,7.4,2019,13+,122.0
1281,Ninnu Thalachi,Telugu,6.3,2019,All,138.0
1285,Patthar Ke Sanam,Hindi,6.6,1978,All,138.0
1286,Nakhuda,Hindi,6.5,1981,All,117.0
1287,Dhira (English),English,5.7,2020,7+,117.0
1288,The Gruffalo,Hindi,7.5,2009,All,27.0
1291,Maanagaram,Tamil,8.1,2017,13+,135.0
1292,Rocketman,English,7.3,2019,18+,121.0
1294,The Terminal,Hindi,7.4,2004,All,128.0
1295,Dear Vs Bear,Hindi,6.4,2014,NR,125.0
1296,Provoked: A True Story,English,6.6,2007,NR,113.0
1297,Karulina Koogu,Kannada,7.3,1994,NR,132.0
1298,Agent Sai Srinivasa Athreya,Telugu,8.4,2019,13+,144.0
1299,The Kids Are all Right,English,7.0,2010,18+,106.0
